_id,avg_pm10
"{'city': 'Utrecht', 'day': '2016-02-03'}",18.506113101851852
"{'city': 'Utrecht', 'day': '2016-02-04'}",16.163062810596518
"{'city': 'Utrecht', 'day': '2016-02-05'}",18.664575648148148
"{'city': 'Utrecht', 'day': '2016-02-06'}",12.220549502314816
"{'city': 'Utrecht', 'day': '2016-02-07'}",7.7491052256944455
"{'city': 'Utrecht', 'day': '2021-04-21'}",77.75999999999999
"{'city': 'Utrecht', 'day': '2021-04-22'}",70.46833333333333
"{'city': 'Utrecht', 'day': '2021-04-23'}",74.34666666666666
"{'city': 'Utrecht', 'day': '2021-04-24'}",46.0
"{'city': 'Utrecht', 'day': '2021-04-27'}",77.62
"{'city': 'Utrecht', 'day': '2021-04-28'}",72.995
"{'city': 'Utrecht', 'day': '2021-04-29'}",77.34333333333333
"{'city': 'Utrecht', 'day': '2021-04-30'}",56.13
"{'city': 'Utrecht', 'day': '2021-05-01'}",38.7175
"{'city': 'Utrecht', 'day': '2021-05-03'}",88.495
"{'city': 'Utrecht', 'day': '2021-05-04'}",70.02000000000001
"{'city': 'Utrecht', 'day': '2021-05-05'}",56.989999999999995
"{'city': 'Utrecht', 'day': '2021-05-06'}",45.506
"{'city': 'Utrecht', 'day': '2021-05-07'}",55.552
"{'city': 'Utrecht', 'day': '2021-05-08'}",44.336666666666666
"{'city': 'Utrecht', 'day': '2021-05-11'}",53.34
"{'city': 'Utrecht', 'day': '2021-05-12'}",57.46333333333333
"{'city': 'Utrecht', 'day': '2021-05-13'}",49.885
"{'city': 'Utrecht', 'day': '2021-05-14'}",64.70599999999999
"{'city': 'Utrecht', 'day': '2021-05-15'}",49.083333333333336
"{'city': 'Utrecht', 'day': '2021-05-16'}",50.2475
"{'city': 'Utrecht', 'day': '2021-05-17'}",50.30428571428571
"{'city': 'Utrecht', 'day': '2021-05-18'}",78.00333333333333
"{'city': 'Utrecht', 'day': '2021-05-19'}",59.24666666666667
"{'city': 'Utrecht', 'day': '2021-05-20'}",37.72666666666667
"{'city': 'Utrecht', 'day': '2021-05-21'}",71.5025
"{'city': 'Utrecht', 'day': '2021-05-22'}",69.42
"{'city': 'Utrecht', 'day': '2021-05-27'}",56.11
"{'city': 'Utrecht', 'day': '2021-05-28'}",11.68
"{'city': 'Utrecht', 'day': '2021-05-29'}",42.75333333333333
"{'city': 'Utrecht', 'day': '2021-05-31'}",71.285
"{'city': 'Utrecht', 'day': '2021-06-02'}",98.4925
"{'city': 'Utrecht', 'day': '2021-06-03'}",72.97749999999999
"{'city': 'Utrecht', 'day': '2021-06-04'}",114.89
"{'city': 'Utrecht', 'day': '2021-06-05'}",77.45
"{'city': 'Utrecht', 'day': '2021-06-07'}",83.51
"{'city': 'Utrecht', 'day': '2021-06-08'}",84.26666666666667
"{'city': 'Utrecht', 'day': '2021-06-10'}",66.51666666666667
"{'city': 'Utrecht', 'day': '2021-06-12'}",68.11
"{'city': 'Utrecht', 'day': '2021-06-13'}",72.41666666666667
"{'city': 'Utrecht', 'day': '2021-06-14'}",40.045
"{'city': 'Utrecht', 'day': '2021-06-15'}",51.629999999999995
"{'city': 'Utrecht', 'day': '2021-06-18'}",32.71
"{'city': 'Utrecht', 'day': '2021-06-19'}",53.47
"{'city': 'Utrecht', 'day': '2021-06-20'}",70.53666666666668
"{'city': 'Utrecht', 'day': '2021-06-21'}",60.17999999999999
"{'city': 'Utrecht', 'day': '2021-06-22'}",54.98666666666666
"{'city': 'Utrecht', 'day': '2021-06-23'}",57.3
"{'city': 'Utrecht', 'day': '2021-06-27'}",49.92
"{'city': 'Utrecht', 'day': '2021-06-28'}",51.11
"{'city': 'Utrecht', 'day': '2021-06-30'}",48.22
"{'city': 'Utrecht', 'day': '2021-07-02'}",32.67
"{'city': 'Utrecht', 'day': '2021-07-06'}",46.02
"{'city': 'Utrecht', 'day': '2021-07-08'}",57.3
"{'city': 'Utrecht', 'day': '2021-07-09'}",36.99333333333333
"{'city': 'Utrecht', 'day': '2021-07-12'}",36.425
"{'city': 'Utrecht', 'day': '2021-07-13'}",67.0875
"{'city': 'Utrecht', 'day': '2021-07-14'}",70.86714285714285
"{'city': 'Utrecht', 'day': '2021-07-16'}",51.53
"{'city': 'Utrecht', 'day': '2021-07-17'}",33.53
"{'city': 'Utrecht', 'day': '2021-07-18'}",47.63333333333333
"{'city': 'Utrecht', 'day': '2021-07-19'}",71.61
"{'city': 'Utrecht', 'day': '2021-07-20'}",65.99666666666667
"{'city': 'Utrecht', 'day': '2021-07-21'}",75.81
"{'city': 'Utrecht', 'day': '2021-07-22'}",51.0
"{'city': 'Utrecht', 'day': '2021-07-23'}",56.19
"{'city': 'Utrecht', 'day': '2022-10-24'}",3.0625
"{'city': 'Utrecht', 'day': '2022-10-25'}",9.77
"{'city': 'Utrecht', 'day': '2022-10-26'}",8.705714285714285
"{'city': 'Utrecht', 'day': '2022-10-27'}",18.515
"{'city': 'Utrecht', 'day': '2022-10-28'}",2.34
"{'city': 'Utrecht', 'day': '2022-10-29'}",11.5875
"{'city': 'Utrecht', 'day': '2022-10-30'}",4.909999999999999
"{'city': 'Utrecht', 'day': '2022-11-03'}",7.83
"{'city': 'Utrecht', 'day': '2022-11-04'}",21.705000000000002
"{'city': 'Utrecht', 'day': '2022-11-06'}",2.8666666666666667
"{'city': 'Utrecht', 'day': '2022-11-07'}",3.8333333333333335
"{'city': 'Utrecht', 'day': '2022-11-08'}",10.1
"{'city': 'Utrecht', 'day': '2022-11-09'}",3.1966666666666668
"{'city': 'Utrecht', 'day': '2022-11-10'}",8.75
"{'city': 'Utrecht', 'day': '2022-11-12'}",32.776666666666664
"{'city': 'Utrecht', 'day': '2022-11-13'}",16.335
"{'city': 'Utrecht', 'day': '2022-11-14'}",12.03
"{'city': 'Utrecht', 'day': '2022-11-16'}",4.173333333333333
"{'city': 'Utrecht', 'day': '2022-11-17'}",4.383333333333333
