_id,max_value,count
"{'city': 'Konarskiego', 'hour': '2016-02-04 12'}",786.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-04 06'}",784.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-05 06'}",783.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-04 09'}",783.0,1
"{'city': 'Konarskiego', 'hour': '2016-01-31 19'}",782.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-01 06'}",778.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-03 15'}",778.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-03 16'}",776.0,1
"{'city': 'Nisekh', 'hour': '2016-02-20 09'}",776.0,2
"{'city': 'Delhi Technological University, Delhi - CPCB', 'hour': '2016-11-06 04'}",774.0,4
"{'city': 'Konarskiego', 'hour': '2016-02-02 09'}",774.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-04 05'}",773.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-02 14'}",773.0,1
"{'city': 'Konarskiego', 'hour': '2016-01-30 10'}",773.0,1
"{'city': 'Konarskiego', 'hour': '2016-01-31 16'}",771.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-04 02'}",770.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-02 03'}",769.0,1
"{'city': 'Konarskiego', 'hour': '2016-01-31 17'}",768.0,1
"{'city': 'Concón', 'hour': '2016-01-31 20'}",768.0,1
"{'city': 'Konarskiego', 'hour': '2016-01-30 11'}",767.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-05 08'}",766.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-02 21'}",765.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-01 05'}",765.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-04 04'}",764.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-04 03'}",763.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-02 13'}",760.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-05 09'}",758.0,1
"{'city': 'Konarskiego', 'hour': '2016-01-31 03'}",757.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-04 10'}",756.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-02 04'}",756.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-02 10'}",756.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-02 11'}",755.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-02 07'}",755.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-02 08'}",753.0,1
"{'city': 'Konarskiego', 'hour': '2016-01-31 20'}",752.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-04 11'}",751.0,1
"{'city': 'Konarskiego', 'hour': '2016-01-31 15'}",751.0,1
"{'city': 'Bukhiin urguu', 'hour': '2016-01-31 03'}",750.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-05 10'}",749.0,1
"{'city': 'Nisekh', 'hour': '2016-02-20 06'}",749.0,1
"{'city': 'Konarskiego', 'hour': '2016-01-30 09'}",748.0,1
"{'city': 'Konarskiego', 'hour': '2016-01-31 21'}",748.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-05 12'}",745.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-02 05'}",744.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-05 11'}",744.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-03 14'}",743.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-02 06'}",743.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-01 04'}",741.0,1
"{'city': 'Konarskiego', 'hour': '2016-01-30 12'}",740.0,1
"{'city': 'Konarskiego', 'hour': '2016-01-30 08'}",737.0,1
"{'city': 'Konarskiego', 'hour': '2016-01-30 00'}",736.0,1
"{'city': 'Konarskiego', 'hour': '2016-01-30 02'}",733.0,1
"{'city': 'Konarskiego', 'hour': '2016-01-30 01'}",732.0,1
"{'city': 'Konarskiego', 'hour': '2016-01-31 23'}",732.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-02 12'}",729.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-01 00'}",728.0,1
"{'city': 'Santiago', 'hour': '2016-02-06 10'}",727.8,1
"{'city': 'Konarskiego', 'hour': '2016-01-31 05'}",727.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-03 01'}",726.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-01 01'}",726.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-02 23'}",726.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-01 02'}",725.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-03 00'}",725.0,1
"{'city': 'Talagante', 'hour': '2016-02-06 09'}",722.8,1
"{'city': 'Konarskiego', 'hour': '2016-02-01 03'}",722.0,1
"{'city': 'Konarskiego', 'hour': '2016-01-30 06'}",720.0,1
"{'city': 'Konarskiego', 'hour': '2016-01-30 04'}",716.0,1
"{'city': 'Konarskiego', 'hour': '2016-01-30 07'}",716.0,1
"{'city': 'Konarskiego', 'hour': '2016-01-31 14'}",716.0,1
"{'city': 'Konarskiego', 'hour': '2016-01-30 03'}",715.0,1
"{'city': 'Konarskiego', 'hour': '2016-01-31 04'}",714.0,1
"{'city': 'Konarskiego', 'hour': '2016-01-30 05'}",712.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-03 02'}",712.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-03 08'}",711.0,1
"{'city': 'Konarskiego', 'hour': '2016-01-31 13'}",709.0,1
"{'city': 'Konarskiego', 'hour': '2016-01-31 12'}",708.0,1
"{'city': 'Delhi Technological University, Delhi - CPCB', 'hour': '2016-11-07 04'}",707.1,1
"{'city': 'Delhi Technological University, Delhi - CPCB', 'hour': '2016-11-07 21'}",706.9,4
"{'city': 'Konarskiego', 'hour': '2016-02-03 07'}",706.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-03 09'}",705.0,1
"{'city': 'Delhi Technological University, Delhi - CPCB', 'hour': '2016-11-07 20'}",704.3,4
"{'city': 'Punjabi Bagh, Delhi - DPCC', 'hour': '2016-02-06 05'}",703.0,1
"{'city': 'Nisekh', 'hour': '2016-02-17 01'}",701.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-03 13'}",701.0,1
"{'city': 'Punjabi Bagh, Delhi - DPCC', 'hour': '2016-02-07 00'}",700.0,3
"{'city': 'R K Puram, Delhi - DPCC', 'hour': '2016-02-08 10'}",700.0,3
"{'city': 'Konarskiego', 'hour': '2016-02-03 06'}",700.0,1
"{'city': 'Punjabi Bagh, Delhi - DPCC', 'hour': '2016-02-07 07'}",700.0,2
"{'city': 'R K Puram, Delhi - DPCC', 'hour': '2016-02-08 11'}",700.0,3
"{'city': 'R K Puram, Delhi - DPCC', 'hour': '2016-02-08 07'}",700.0,3
"{'city': 'R K Puram, Delhi - DPCC', 'hour': '2016-02-08 09'}",700.0,3
"{'city': 'Punjabi Bagh, Delhi - DPCC', 'hour': '2016-02-07 15'}",700.0,3
"{'city': 'Punjabi Bagh, Delhi - DPCC', 'hour': '2016-02-08 04'}",700.0,1
"{'city': 'Delhi Technological University, Delhi - CPCB', 'hour': '2016-11-07 05'}",696.5,3
"{'city': 'Talagante', 'hour': '2016-01-30 21'}",694.9,1
"{'city': 'Talagante', 'hour': '2016-01-30 23'}",694.9,1
"{'city': 'Konarskiego', 'hour': '2016-02-03 03'}",693.0,1
"{'city': 'Nisekh', 'hour': '2016-02-17 02'}",687.0,1
"{'city': 'Konarskiego', 'hour': '2016-01-31 06'}",687.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-03 10'}",686.0,1
"{'city': 'MNB', 'hour': '2016-02-04 06'}",686.0,2
"{'city': 'Konarskiego', 'hour': '2016-02-03 12'}",686.0,1
"{'city': 'Talagante', 'hour': '2016-02-06 08'}",685.6,1
"{'city': 'Konarskiego', 'hour': '2016-02-03 04'}",685.0,1
"{'city': 'Konarskiego', 'hour': '2016-01-31 09'}",683.0,1
"{'city': 'Konarskiego', 'hour': '2016-01-31 11'}",681.0,1
"{'city': 'Delhi Technological University, Delhi - CPCB', 'hour': '2016-11-07 22'}",678.1,4
"{'city': 'Talagante', 'hour': '2016-01-31 00'}",676.3,1
"{'city': 'Talagante', 'hour': '2016-01-30 13'}",676.3,1
"{'city': 'Konarskiego', 'hour': '2016-02-03 05'}",676.0,1
"{'city': 'Konarskiego', 'hour': '2016-01-31 10'}",676.0,1
"{'city': 'Konarskiego', 'hour': '2016-02-03 11'}",674.0,1
"{'city': 'Nisekh', 'hour': '2016-02-19 01'}",674.0,1
"{'city': 'Konarskiego', 'hour': '2016-01-31 07'}",671.0,1
"{'city': 'Konarskiego', 'hour': '2016-01-31 08'}",671.0,1
"{'city': 'Delhi Technological University, Delhi - CPCB', 'hour': '2016-11-07 23'}",669.3,4
"{'city': 'Delhi Technological University, Delhi - CPCB', 'hour': '2016-11-07 19'}",661.3,4
"{'city': 'Puente Alto', 'hour': '2016-02-06 09'}",659.2,1
"{'city': 'Nisekh', 'hour': '2016-02-20 08'}",659.0,1
"{'city': 'MNB', 'hour': '2016-02-04 08'}",659.0,2
"{'city': 'Talagante', 'hour': '2016-02-08 09'}",657.6,1
"{'city': 'Talagante', 'hour': '2016-01-30 22'}",657.6,1
"{'city': 'MNB', 'hour': '2016-02-04 07'}",656.0,1
"{'city': 'Delhi Technological University, Delhi - CPCB', 'hour': '2016-11-07 17'}",651.3,2
"{'city': 'Puente Alto', 'hour': '2016-02-05 10'}",649.7,1
"{'city': 'Delhi Technological University, Delhi - CPCB', 'hour': '2016-11-07 16'}",647.4,1
"{'city': 'Delhi Technological University, Delhi - CPCB', 'hour': '2016-11-08 00'}",646.9,3
"{'city': 'MNB', 'hour': '2016-01-30 05'}",644.0,2
"{'city': 'Baruun 4 zam', 'hour': '2016-01-30 09'}",644.0,1
"{'city': 'Talagante', 'hour': '2016-02-09 05'}",639.0,1
"{'city': 'Santiago', 'hour': '2016-02-03 10'}",636.1,1
"{'city': 'Delhi Technological University, Delhi - CPCB', 'hour': '2016-11-08 02'}",629.3,3
"{'city': 'Delhi Technological University, Delhi - CPCB', 'hour': '2016-11-08 01'}",627.6,1
"{'city': 'Nisekh', 'hour': '2016-02-20 07'}",623.0,1
"{'city': 'Talagante', 'hour': '2016-02-03 09'}",611.1,1
"{'city': 'Talagante', 'hour': '2016-02-09 01'}",611.1,1
"{'city': '100 ail', 'hour': '2016-01-30 07'}",606.0,1
"{'city': '100 ail', 'hour': '2016-01-30 06'}",604.0,1
"{'city': 'Talagante', 'hour': '2016-02-09 00'}",601.8,1
"{'city': 'Santiago', 'hour': '2016-02-06 11'}",601.3,1
"{'city': 'Punjabi Bagh, Delhi - DPCC', 'hour': '2016-02-07 08'}",600.0,1
"{'city': 'Punjabi Bagh, Delhi - DPCC', 'hour': '2016-02-06 23'}",600.0,3
"{'city': 'Punjabi Bagh, Delhi - DPCC', 'hour': '2016-02-08 05'}",600.0,2
"{'city': 'Bukhiin urguu', 'hour': '2016-02-01 01'}",600.0,1
