sensor_id,avg_pm10,std_pm10
14340718,0.6199999999999991,0.5002999100539596
4519,0.5933333333333334,0.26779307555112647
14340713,0.040223000000000016,0.023953767365489716
14340716,0.030798000000000006,0.012522627360102984
44,0.0,0.0
9217,0.0,0.0
9180,0.0,0.0
9182,0.0,0.0
9213,0.0,0.0
9210,0.0,0.0
9183,0.0,0.0
9181,0.0,0.0
9187,0.0,0.0
